;Entity;Code;Week;area burnt by wildfires in 2024; burnt by wildfires in 2023; burnt by wildfires in 2022; burnt by wildfires in 2021; burnt by wildfires in 2020;area burnt by wildfires in 2019;a burnt by wildfires in 2018;area burnt by wildfires in 2017; area burnt by wildfires in 2016; area burnt by wildfires in 2015;area burnt by wildfires in 2014; area burnt by wildfires in 2013; area burnt by wildfires in 2012;Similarity
10524;Uganda;UGA;42;0;1129054;926585;1239317;1215581;1206184;1086202;1349324;1997901;2327889;1309484;1921792;1827090;0,992409869
12774;Togo;TGO;51;0;357245;640526;527998;678062;539728;366475;710421;690653;922283;530930;864268;505095;0,992392631
10816;Benin;BEN;44;0;389608;584227;675459;633808;591517;337041;698338;627190;502437;493613;593462;255587;0,992391173
4895;Liberia;LBR;20;0;537328;605362;335587;543015;873839;352948;637241;615869;1383816;654394;380761;780328;0,992390237
5516;Vietnam;VNM;22;0;513295;266685;458074;814818;736364;378054;445333;1169275;1175291;1429837;927121;1134890;0,992383446
10023;Ukraine;UKR;40;0;423585;698438;270475;1042586;898044;485187;1577339;1070143;1704658;1674105;441327;580605;0,992355151
8533;Zimbabwe;ZWE;34;0;1175809;506138;649254;421217;1031734;797592;523100;568580;815927;677753;954140;1417150;0,992345643
10565;Benin;BEN;43;0;386022;581879;663415;631997;590454;331006;659005;596438;493404;478063;556919;251908;0,992325412
10063;Benin;BEN;41;0;384098;581650;662544;631997;590454;329181;651096;583150;493404;465856;553852;251528;0,992308085
9812;Benin;BEN;40;0;384098;581650;662544;631997;590454;329181;651096;583150;493404;465856;553520;251528;0,992308015
10314;Benin;BEN;42;0;384098;581650;662544;631997;590454;329567;652761;583608;493404;467495;554664;251528;0,992307841
7553;Benin;BEN;31;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553520;251528;0,992307729
7804;Benin;BEN;32;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553520;251528;0,992307729
8055;Benin;BEN;33;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553520;251528;0,992307729
8306;Benin;BEN;34;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553520;251528;0,992307729
8557;Benin;BEN;35;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553520;251528;0,992307729
8808;Benin;BEN;36;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553520;251528;0,992307729
9059;Benin;BEN;37;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553520;251528;0,992307729
9310;Benin;BEN;38;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553520;251528;0,992307729
9561;Benin;BEN;39;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553520;251528;0,992307729
6047;Benin;BEN;25;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553328;251528;0,992307688
6298;Benin;BEN;26;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553328;251528;0,992307688
6549;Benin;BEN;27;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553328;251528;0,992307688
6800;Benin;BEN;28;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553328;251528;0,992307688
7051;Benin;BEN;29;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553328;251528;0,992307688
7302;Benin;BEN;30;0;384098;581650;662544;631997;590454;329069;651096;582977;493404;465856;553328;251528;0,992307688
5796;Benin;BEN;24;0;384098;581650;662544;631997;590454;329069;651096;582977;493207;465856;553328;251528;0,992307587
5545;Benin;BEN;23;0;384098;581430;662544;631997;590454;329069;651096;582655;493207;465856;553093;251186;0,992306553
5294;Benin;BEN;22;0;384098;581430;662544;631997;590198;329069;651096;582655;493207;465856;553093;251186;0,992306126
5043;Benin;BEN;21;0;383816;581311;662027;631997;590198;329069;650718;582655;492992;465856;553093;251186;0,992303628
4792;Benin;BEN;20;0;383816;580658;660638;631790;588534;328724;650474;582655;492803;465856;553093;250979;0,99229385
4644;Liberia;LBR;19;0;536639;592447;321650;541075;871498;352216;636056;614637;1383816;649546;374223;775163;0,992293555
4541;Benin;BEN;19;0;383421;578121;659412;628514;588534;328520;650474;582417;492606;465856;552877;250979;0,992273264
4290;Benin;BEN;18;0;382751;578121;658801;627840;587589;325804;650169;581780;491661;465540;552877;250318;0,992261733
5265;Vietnam;VNM;21;0;507705;263254;442009;812118;733687;373413;418230;1134546;1148172;1412255;915126;1134509;0,992258406
6552;Bolivia;BOL;27;0;617271;1333072;793991;636913;703367;490813;393683;810393;201835;179915;254923;213330;0,99225066
4039;Benin;BEN;17;0;382091;576804;657592;626026;587589;325804;649776;580597;491661;465183;552877;250065;0,992247471
10173;Malawi;MWI;41;0;432249;416351;426685;680382;572356;644411;523195;740017;817167;621423;716100;952738;0,992244978
3788;Benin;BEN;16;0;380927;573722;657338;625498;587589;325804;648991;579747;490664;464503;552502;249547;0,992231202
3537;Benin;BEN;15;0;380733;571490;656956;624671;586993;324354;647352;578892;489728;462691;552271;249159;0,992217356
9772;Ukraine;UKR;39;0;406982;696292;259070;1010101;883703;448675;1553880;1031635;1595491;1547795;439930;545220;0,99220656
5014;Vietnam;VNM;20;0;502839;260826;432338;806460;730638;362685;410586;1133796;1124645;1385245;901036;1133758;0,992188884
4393;Liberia;LBR;18;0;533949;589652;296456;529980;865929;349970;623094;573814;1360848;642644;371240;773291;0,992160408
8961;Peru;PER;36;0;362449;582912;461315;673189;679912;482782;306614;644608;492016;445730;460656;745829;0,992102986
7236;South Africa;ZAF;29;0;1085361;918707;1612371;1179922;1282695;730792;1243530;855432;1090340;1455096;1248627;1488990;0,992097259
8282;Zimbabwe;ZWE;33;0;921995;410957;513995;399719;917722;605352;383330;442133;670843;423239;728514;1157503;0,992053161
8687;Namibia;NAM;35;0;925935;678237;694374;369899;284044;302938;533981;544381;825429;583160;980804;2664505;0,992044168
4763;Vietnam;VNM;19;0;494180;258022;418428;796289;699427;352476;409824;1123394;1112282;1352363;856003;1128166;0,992041607
5981;South Africa;ZAF;24;0;488656;500106;744677;527026;447700;386433;800335;571721;726805;684322;720522;812492;0,992039984
11331;Burkina Faso;BFA;46;0;883783;556686;722684;525826;450377;236658;974290;798953;656180;695640;896822;334279;0,992036107
10775;Uganda;UGA;43;0;1136818;983322;1267182;1221393;1206184;1164059;1349324;2005921;2328997;1310384;1925767;1836596;0,992019483
6301;Bolivia;BOL;26;0;513274;1232671;726255;585511;625830;414706;313903;721352;197230;160446;242547;189228;0,991948166
6642;Kazakhstan;KAZ;27;0;616428;844489;1401285;1534929;1578418;985887;2612256;690166;1137560;1420993;611432;2621972;0,991915191
9521;Ukraine;UKR;38;0;319856;693729;257086;981641;860730;445858;1515024;1026701;1552415;1529141;439206;528797;0,991882485
4512;Vietnam;VNM;18;0;492092;255206;410653;764137;691350;332689;407127;1084205;1100906;1323400;849508;1119172;0,991879893
4142;Liberia;LBR;17;0;506955;555175;290922;501855;865216;335090;619787;545522;1348292;631800;361801;730344;0,991852633
3865;Honduras;HND;16;0;865804;372551;70276;1173904;707936;578600;305881;509794;393379;478296;645042;120780;0,991834703
12894;Guatemala;GTM;52;0;681877;392019;320580;622628;609264;305163;583884;657280;594963;416256;942269;540431;0,991789341
8083;Congo;COG;33;0;1038739;1445569;900473;1551952;1331122;1287909;1139226;1624370;1392476;1213398;1641418;1487174;0,991778551
12102;Cote d'Ivoire;CIV;49;0;734221;1434473;974291;1853926;1101065;770604;1434074;2134820;1868845;1418786;2957876;1282984;0,991776848
9270;Ukraine;UKR;37;0;289248;691578;254597;965849;852518;425103;1469473;1001706;1511006;1428732;439206;513486;0,991776235
7662;Madagascar;MDG;31;0;1263168;999878;968293;1743264;1213154;1355210;1339905;1710230;986622;1124888;1518817;996151;0,991769272
12643;Guatemala;GTM;51;0;677371;390006;316885;620807;605145;303188;581028;653658;591095;413382;939720;535511;0,991742061
3712;Senegal;SEN;15;0;1256328;1233223;1217161;1139221;1026183;624659;1147695;1263678;802736;1226118;1098075;563024;0,991730783
11582;Burkina Faso;BFA;47;0;1056046;657279;907382;628579;548944;236658;1027766;895648;738037;754970;963104;451367;0,991730399
6050;Bolivia;BOL;25;0;403413;1005930;594822;557429;562818;341800;280371;630697;172615;139081;239113;176983;0,991730294
12392;Guatemala;GTM;50;0;672382;388695;315465;618863;600516;299251;580404;650446;588018;411605;938602;533211;0,99169685
4261;Vietnam;VNM;17;0;477562;251442;404862;734247;681714;327342;375972;1055763;1057083;1321193;846514;1065719;0,991693492
8938;Namibia;NAM;36;0;1054954;822099;877912;429007;306643;392623;670369;617182;900386;689986;1220087;3474627;0,991691689
11026;Uganda;UGA;44;0;1143087;1009621;1309704;1290899;1206184;1187403;1349941;2050865;2329222;1315279;1951996;1836596;0,991647047
12141;Guatemala;GTM;49;0;667051;383973;312209;616522;597783;296689;577451;648790;586057;410285;937366;530248;0,991642532
11890;Guatemala;GTM;48;0;664376;382226;308683;613579;594340;296689;573304;644091;583855;407935;935965;528769;0,991605652
4116;Honduras;HND;17;0;1087625;385215;127862;1512776;884359;629615;417469;583033;649100;609972;711830;150842;0,991584435
7179;Mozambique;MOZ;29;0;1088075;423683;771772;2391412;1717814;900921;841513;800890;1805856;1483132;1772432;3011455;0,991583093
3963;Senegal;SEN;16;0;1300102;1257170;1235626;1169082;1047458;651099;1172489;1283475;819294;1234904;1114524;592405;0,991580458
11080;Burkina Faso;BFA;45;0;671014;438410;595281;411481;358413;236658;794607;677870;515910;614361;805324;253237;0,991575447
11639;Guatemala;GTM;47;0;660677;381314;305187;610449;592883;296689;572264;642869;582297;406902;934271;527691;0,991571325
9019;Ukraine;UKR;36;0;274927;690518;241382;951608;799328;423374;1447537;937686;1492404;1376454;438279;493802;0,991569151
11388;Guatemala;GTM;46;0;657724;379556;303397;608450;591174;296689;570163;641153;579311;405395;932935;526510;0,991543274
11137;Guatemala;GTM;45;0;656683;377558;301837;606460;589401;296689;569669;637632;578948;404164;932435;525204;0,991519229
11833;Burkina Faso;BFA;48;0;1212911;735936;1059150;761591;712623;236658;1191121;980338;865661;818433;1108640;592769;0,991519017
10886;Guatemala;GTM;44;0;655683;377142;298472;605086;588385;296689;568366;637137;578349;402725;932225;524985;0,99150067
10635;Guatemala;GTM;43;0;655683;376111;296987;603947;586329;296185;566927;636440;577869;401389;932019;522516;0,991486668
6426;Mozambique;MOZ;26;0;538808;185806;422630;913270;433121;601834;196528;464348;835430;694385;1061530;1226293;0,991460655
10384;Guatemala;GTM;42;0;654865;373527;294569;602312;585225;290283;566732;634913;576101;400981;932019;521655;0,991452771
10133;Guatemala;GTM;41;0;654552;372701;293939;601097;582872;289492;566732;634712;576101;400158;931817;519684;0,991439157
5995;Tanzania;TZA;24;0;237086;495947;636125;302525;1200611;209983;1029869;831073;1406650;899851;1387740;1382911;0,991438378
6893;Kazakhstan;KAZ;28;0;647272;855153;1417771;1664970;1740027;1120447;2866947;746140;1221782;1518374;669848;2713625;0,991436828
4010;Vietnam;VNM;16;0;469973;218431;393246;722773;660602;304760;373779;1024518;1039641;1295233;835637;1036927;0,991431292
9882;Guatemala;GTM;40;0;653647;371333;292247;600286;582310;286138;566341;634167;575319;399987;930960;518108;0,991419033
9631;Guatemala;GTM;39;0;652905;370709;290449;598146;581415;284672;566038;632818;572635;398952;930731;517307;0,991399015
9380;Guatemala;GTM;38;0;652743;370132;288044;596838;580622;284672;565827;631756;572635;398952;930121;516909;0,991385092
4214;Senegal;SEN;17;0;1319984;1295840;1256767;1200420;1066617;678515;1187440;1301422;826928;1246508;1124514;609541;0,991382063
4800;Brazil;BRA;20;0;1163144;1676640;1219733;1648214;2265047;920866;778310;2662454;1184312;1052887;1127648;1101984;0,991376634
9129;Guatemala;GTM;37;0;651369;369668;287231;595581;579049;284294;565827;631756;572256;397551;930121;516909;0,991370507
7054;Bolivia;BOL;29;0;923500;1549103;1043690;801974;902942;752657;703991;1300867;246637;227882;302869;352610;0,991364804
8878;Guatemala;GTM;36;0;650738;369668;287231;593962;578399;284116;565199;631175;571213;397360;930121;514255;0,991363314
12857;Cuba;CUB;52;0;788346;384510;520600;791904;292789;167831;523564;263281;544206;289674;427301;348469;0,991361451
11277;Uganda;UGA;45;0;1149178;1038826;1345297;1323499;1206837;1190818;1349941;2068411;2329676;1342487;1965423;1837366;0,991357605
8627;Guatemala;GTM;35;0;650095;369404;287063;593402;577692;283386;564022;630076;570468;396275;930121;510682;0,991356049
8376;Guatemala;GTM;34;0;650095;369027;286660;591678;575489;283002;563740;629537;565560;395391;929745;510374;0,991343028
5824;Congo;COG;24;0;311453;586125;444624;556413;532860;488116;394147;516961;427537;312944;446096;327791;0,991340367
8768;Ukraine;UKR;35;0;252317;684682;229544;930932;770236;403088;1436847;897829;1473102;1293232;435985;490027;0,991340151
4869;Honduras;HND;20;0;1435322;503678;289752;1730910;1090977;768952;447276;755774;694606;765554;875063;220822;0,991333805
8125;Guatemala;GTM;33;0;649921;368649;286660;591126;571685;283002;563139;629537;564178;394488;929745;509720;0,991333376
7874;Guatemala;GTM;32;0;649090;367554;286376;589937;569909;282696;561409;629302;563303;393274;928897;509040;0,991321473
7623;Guatemala;GTM;31;0;648209;367554;286376;589937;568712;282282;560402;629302;562333;392614;928081;508621;0,991316648
12606;Cuba;CUB;51;0;785773;379808;516278;790549;291422;156087;520895;249112;540539;284663;425477;342332;0,991307751
7372;Guatemala;GTM;30;0;647240;366737;285921;589313;567746;281347;559906;628404;560658;392093;927224;507539;0,991304303
7121;Guatemala;GTM;29;0;646557;366737;284971;588131;567219;280978;559202;625043;558612;391335;926836;506557;0,991292596
12523;Togo;TGO;50;0;292689;593533;429453;622498;456994;287213;656314;611887;817423;440623;714716;321663;0,991289031
6870;Guatemala;GTM;28;0;646250;365818;284521;587007;566153;280219;558910;625043;557783;389553;926370;506063;0,991281516
6619;Guatemala;GTM;27;0;644373;365633;284521;586151;563932;280047;557235;625043;557083;389333;926370;505633;0,991270644
4465;Senegal;SEN;18;0;1333157;1309959;1272957;1211266;1087010;702466;1196877;1317911;830134;1259286;1159086;625857;0,991261753
6368;Guatemala;GTM;26;0;643069;364754;284521;585202;563061;279489;556521;624434;556721;389154;925954;504743;0,991259548
5730;South Africa;ZAF;23;0;401275;445230;661438;459036;395476;341143;735181;558051;645241;469179;632973;690511;0,991253768
12355;Cuba;CUB;50;0;782938;369135;513501;788493;291422;150593;518838;239147;538518;276536;421247;336350;0,99125132
6117;Guatemala;GTM;25;0;641569;364359;284089;585079;562005;278282;556077;624434;555370;384987;925954;503550;0,991246996
4525;Angola;AGO;19;0;727026;429805;359018;400346;686891;278539;696867;477971;577741;258856;938779;1067800;0,991245905
5654;Madagascar;MDG;23;0;439284;349022;488009;702966;294787;477717;459391;773851;244479;538143;610349;236171;0,991229475
5866;Guatemala;GTM;24;0;634993;364359;283493;585079;559322;277879;556077;622728;555163;384609;925954;503550;0,991218146
12901;Honduras;HND;52;0;1591657;517889;357819;1754450;1150659;790142;478325;831330;743940;803272;896580;257155;0,991210926
12399;Honduras;HND;50;0;1590071;516658;356801;1753967;1149622;789135;476515;830656;742340;803133;895728;254127;0,991206312
11897;Honduras;HND;48;0;1588016;516658;356277;1753967;1148252;789135;474866;829852;741406;802964;895566;249882;0,991205876
4618;Honduras;HND;19;0;1368596;467432;216415;1700060;1063506;759415;434848;731567;671517;743435;811463;220822;0,99120561
12650;Honduras;HND;51;0;1591479;517712;356801;1754202;1149622;790142;477001;830900;742561;803133;896171;255843;0,991204292
12148;Honduras;HND;49;0;1589459;516658;356586;1753967;1148521;789135;475151;830656;741768;802964;895728;252421;0,991203933
11395;Honduras;HND;46;0;1585779;515957;354661;1753967;1147805;789135;471828;829397;739950;802832;895404;247620;0,991200663
11646;Honduras;HND;47;0;1587518;515957;354974;1753967;1147805;789135;474242;829397;739950;802964;895566;249665;0,991198795
11144;Honduras;HND;45;0;1585656;515304;353944;1753085;1147427;789135;468279;828785;739119;802832;895253;245835;0,991193211
12104;Cuba;CUB;49;0;779962;357622;511255;787587;283801;147889;518217;232704;538153;274694;419239;332867;0,991192153
5948;Paraguay;PRY;24;0;674572;1704793;564646;1676654;587455;364341;460112;462303;581037;798514;1232327;793120;0,991190751
10893;Honduras;HND;44;0;1585656;511736;353944;1752447;1147427;788747;468091;828785;739119;802142;895253;245835;0,991183293
6199;Paraguay;PRY;25;0;690336;1711986;572820;1804963;633976;411218;499151;482274;592569;803842;1232327;793561;0,991181276
10642;Honduras;HND;43;0;1585505;511548;353756;1752447;1147427;788450;467118;826262;738951;802142;895253;242613;0,991179836
5799;Bolivia;BOL;24;0;308237;834437;479941;512081;486767;279427;228075;488768;148122;122847;234862;167151;0,991174821
9889;Honduras;HND;40;0;1584768;510072;350307;1751534;1146044;781890;466537;824833;737579;802142;894628;239924;0,99117377
10391;Honduras;HND;42;0;1585343;510072;351666;1752265;1147427;785184;467118;825522;737579;802142;894919;241278;0,991173156
10140;Honduras;HND;41;0;1585343;510072;351307;1752026;1146044;784942;466944;825327;737579;802142;894628;240575;0,991170324
9638;Honduras;HND;39;0;1584768;509841;350307;1751534;1145286;781890;466339;823846;734798;800462;893895;239371;0,991169995
9136;Honduras;HND;37;0;1583603;508873;348171;1748523;1141934;781754;465137;823271;732931;797814;893053;237065;0,991163126
9387;Honduras;HND;38;0;1584460;508873;349084;1751327;1144468;781890;465785;823271;733306;799682;893053;239198;0,991161858
9035;Zimbabwe;ZWE;36;0;1516072;931553;951319;543939;1278459;1121625;919649;875787;1169199;1018663;1364567;1795742;0,991160928
8885;Honduras;HND;36;0;1582352;508342;346882;1747991;1140777;781226;464544;822735;730802;797250;893053;236387;0,991159442
5371;Honduras;HND;22;0;1551515;504544;338240;1737251;1094878;772877;456006;816781;712098;780459;885451;221516;0,991158253
11853;Cuba;CUB;48;0;776931;350339;508591;787366;278663;147889;515694;226084;537495;271641;415084;331697;0,991156485
12084;Burkina Faso;BFA;49;0;1388548;811139;1213078;872985;813183;236658;1273534;1157459;955582;977961;1296665;731060;0,991154513
8634;Honduras;HND;35;0;1581294;508048;346882;1747991;1133956;780984;463039;822735;730577;796791;892351;235843;0,991149284
5622;Honduras;HND;23;0;1561894;504716;340739;1739752;1103063;772877;460172;817417;712306;783326;887980;224882;0,991146005
5697;Paraguay;PRY;23;0;654731;1688277;550487;1633593;565347;358900;437598;434675;578132;794345;1228615;785930;0,991142857
